special_abilities_id,name,desc,attack_bonus,damage_dice
358,Owl - Flyby,The owl doesn't provoke opportunity attacks when it flies out of an enemy's reach.,0,
359,Owl - Keen Hearing and Sight,The owl has advantage on Wisdom (Perception) checks that rely on hearing or sight.,0,
360,Owlbear - Keen Sight and Smell,The owlbear has advantage on Wisdom (Perception) checks that rely on sight or smell.,0,
361,Panther - Keen Smell,The panther has advantage on Wisdom (Perception) checks that rely on smell.,0,
362,Panther - Pounce,"If the panther moves at least 20 ft. straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 12 Strength saving throw or be knocked prone. If the target is prone, the panther can make one bite attack against it as a bonus action.",0,
363,Phase Spider - Ethereal Jaunt,"As a bonus action, the spider can magically shift from the Material Plane to the Ethereal Plane, or vice versa.",0,
364,Phase Spider - Spider Climb,"The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",0,
365,Phase Spider - Web Walker,The spider ignores movement restrictions caused by webbing.,0,
366,Pit Fiend - Fear Aura,"Any creature hostile to the pit fiend that starts its turn within 20 feet of the pit fiend must make a DC 21 Wisdom saving throw, unless the pit fiend is incapacitated. On a failed save, the creature is frightened until the start of its next turn. If a creature's saving throw is successful, the creature is immune to the pit fiend's Fear Aura for the next 24 hours.",0,
367,Pit Fiend - Magic Resistance,The pit fiend has advantage on saving throws against spells and other magical effects.,0,
368,Pit Fiend - Magic Weapons,The pit fiend's weapon attacks are magical.,0,
369,Pit Fiend - Innate Spellcasting,"The pit fiend's spellcasting ability is Charisma (spell save DC 21). The pit fiend can innately cast the following spells, requiring no material components:
At will: detect magic, fireball
3/day each: hold monster, wall of fire",0,
370,Planetar - Angelic Weapons,"The planetar's weapon attacks are magical. When the planetar hits with any weapon, the weapon deals an extra 5d8 radiant damage (included in the attack).",0,
371,Planetar - Divine Awareness,The planetar knows if it hears a lie.,0,
372,Planetar - Innate Spellcasting,"The planetar's spellcasting ability is Charisma (spell save DC 20). The planetar can innately cast the following spells, requiring no material components:
At will: detect evil and good, invisibility (self only)
3/day each: blade barrier, dispel evil and good, flame strike, raise dead
1/day each: commune, control weather, insect plague",0,
373,Planetar - Magic Resistance,The planetar has advantage on saving throws against spells and other magical effects.,0,
374,Plesiosaurus - Hold Breath,The plesiosaurus can hold its breath for 1 hour.,0,
375,Polar Bear - Keen Smell,The bear has advantage on Wisdom (Perception) checks that rely on smell.,0,
376,Priest - Divine Eminence,"As a bonus action, the priest can expend a spell slot to cause its melee weapon attacks to magically deal an extra 10 (3d6) radiant damage to a target on a hit. This benefit lasts until the end of the turn. If the priest expends a spell slot of 2nd level or higher, the extra damage increases by 1d6 for each level above 1st.",0,3d6
377,Priest - Spellcasting,"The priest is a 5th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 13, +5 to hit with spell attacks). The priest has the following cleric spells prepared:

• Cantrips (at will): light, sacred flame, thaumaturgy
• 1st level (4 slots): cure wounds, guiding bolt, sanctuary
• 2nd level (3 slots): lesser restoration, spiritual weapon
• 3rd level (2 slots): dispel magic, spirit guardians",0,
378,Pseudodragon - Keen Senses,"The pseudodragon has advantage on Wisdom (Perception) checks that rely on sight, hearing, or smell.",0,
379,Pseudodragon - Magic Resistance,The pseudodragon has advantage on saving throws against spells and other magical effects.,0,
380,Pseudodragon - Limited Telepathy,"The pseudodragon can magically communicate simple ideas, emotions, and images telepathically with any creature within 100 ft. of it that can understand a language.",0,
381,Pseudodragon - Variant: Familiar,"The pseudodragon can serve another creature as a familiar, forming a magic, telepathic bond with that willing companion. While the two are bonded, the companion can sense what the pseudodragon senses as long as they are within 1 mile of each other. While the pseudodragon is within 10 feet of its companion, the companion shares the pseudodragon's Magic Resistance trait. At any time and for any reason, the pseudodragon can end its service as a familiar, ending the telepathic bond.",0,
382,Purple Worm - Tunneler,The worm can burrow through solid rock at half its burrow speed and leaves a 10-foot-diameter tunnel in its wake.,0,
383,Quasit - Shapechanger,"The quasit can use its action to polymorph into a beast form that resembles a bat (speed 10 ft. fly 40 ft.), a centipede (40 ft., climb 40 ft.), or a toad (40 ft., swim 40 ft.), or back into its true form . Its statistics are the same in each form, except for the speed changes noted. Any equipment it is wearing or carrying isn't transformed . It reverts to its true form if it dies.",0,
384,Quasit - Magic Resistance,The quasit has advantage on saving throws against spells and other magical effects.,0,
385,Quasit - Variant: Familiar,"The quasit can serve another creature as a familiar, forming a telepathic bond with its willing master. While the two are bonded, the master can sense what the quasit senses as long as they are within 1 mile of each other. While the quasit is within 10 feet of its master, the master shares the quasit's Magic Resistance trait. At any time and for any reason, the quasit can end its service as a familiar, ending the telepathic bond.",0,
386,Quipper - Blood Frenzy,The quipper has advantage on melee attack rolls against any creature that doesn't have all its hit points.,0,
387,Quipper - Water Breathing,The quipper can breathe only underwater.,0,
388,Rakshasa - Limited Magic Immunity,The rakshasa can't be affected or detected by spells of 6th level or lower unless it wishes to be. It has advantage on saving throws against all other spells and magical effects.,0,
389,Rakshasa - Innate Spellcasting,"The rakshasa's innate spellcasting ability is Charisma (spell save DC 18, +10 to hit with spell attacks). The rakshasa can innately cast the following spells, requiring no material components:

At will: detect thoughts, disguise self, mage hand, minor illusion
3/day each: charm person, detect magic, invisibility, major image, suggestion
1/day each: dominate person, fly, plane shift, true seeing",0,
390,Rat - Keen Smell,The rat has advantage on Wisdom (Perception) checks that rely on smell.,0,
391,Raven - Mimicry,"The raven can mimic simple sounds it has heard, such as a person whispering, a baby crying, or an animal chittering. A creature that hears the sounds can tell they are imitations with a successful DC 10 Wisdom (Insight) check.",0,
392,Reef Shark - Pack Tactics,The shark has advantage on an attack roll against a creature if at least one of the shark's allies is within 5 ft. of the creature and the ally isn't incapacitated.,0,
393,Reef Shark - Water Breathing,The shark can breathe only underwater.,0,
394,Remorhaz - Heated Body,A creature that touches the remorhaz or hits it with a melee attack while within 5 feet of it takes 10 (3d6) fire damage.,0,3d6
395,Rhinoceros - Charge,"If the rhinoceros moves at least 20 ft. straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) bludgeoning damage. If the target is a creature, it must succeed on a DC 15 Strength saving throw or be knocked prone.",0,2d8
396,Roc - Keen Sight,The roc has advantage on Wisdom (Perception) checks that rely on sight.,0,
397,Roper - False Appearance,"While the roper remains motionless, it is indistinguishable from a normal cave formation, such as a stalagmite.",0,
398,Roper - Grasping Tendrils,"The roper can have up to six tendrils at a time. Each tendril can be attacked (AC 20; 10 hit points; immunity to poison and psychic damage). Destroying a tendril deals no damage to the roper, which can extrude a replacement tendril on its next turn. A tendril can also be broken if a creature takes an action and succeeds on a DC 15 Strength check against it.",0,
399,Roper - Spider Climb,"The roper can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",0,
400,Rug of Smothering - Antimagic Susceptibility,"The rug is incapacitated while in the area of an antimagic field. If targeted by dispel magic, the rug must succeed on a Constitution saving throw against the caster's spell save DC or fall unconscious for 1 minute.",0,
401,Rug of Smothering - Damage Transfer,"While it is grappling a creature, the rug takes only half the damage dealt to it, and the creature grappled by the rug takes the other half.",0,
402,Rug of Smothering - False Appearance,"While the rug remains motionless, it is indistinguishable from a normal rug.",0,
403,Rust Monster - Iron Scent,"The rust monster can pinpoint, by scent, the location of ferrous metal within 30 feet of it.",0,
404,Rust Monster - Rust Metal,"Any nonmagical weapon made of metal that hits the rust monster corrodes. After dealing damage, the weapon takes a permanent and cumulative -1 penalty to damage rolls. If its penalty drops to -5, the weapon is destroyed. Non magical ammunition made of metal that hits the rust monster is destroyed after dealing damage.",0,
405,Saber-Toothed Tiger - Keen Smell,The tiger has advantage on Wisdom (Perception) checks that rely on smell.,0,
406,Saber-Toothed Tiger - Pounce,"If the tiger moves at least 20 ft. straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the tiger can make one bite attack against it as a bonus action.",0,
407,Sahuagin - Blood Frenzy,The sahuagin has advantage on melee attack rolls against any creature that doesn't have all its hit points.,0,
408,Sahuagin - Limited Amphibiousness,"The sahuagin can breathe air and water, but it needs to be submerged at least once every 4 hours to avoid suffocating.",0,
409,Sahuagin - Shark Telepathy,"The sahuagin can magically command any shark within 120 feet of it, using a limited telepathy.",0,
410,Salamander - Heated Body,A creature that touches the salamander or hits it with a melee attack while within 5 ft. of it takes 7 (2d6) fire damage.,0,2d6
411,Salamander - Heated Weapons,Any metal melee weapon the salamander wields deals an extra 3 (1d6) fire damage on a hit (included in the attack).,0,
412,Satyr - Magic Resistance,The satyr has advantage on saving throws against spells and other magical effects.,0,
413,Scout - Keen Hearing and Sight,The scout has advantage on Wisdom (Perception) checks that rely on hearing or sight.,0,
414,Sea Hag - Amphibious,The hag can breathe air and water.,0,
415,Sea Hag - Horrific Appearance,"Any humanoid that starts its turn within 30 feet of the hag and can see the hag's true form must make a DC 11 Wisdom saving throw. On a failed save, the creature is frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, with disadvantage if the hag is within line of sight, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the hag's Horrific Appearance for the next 24 hours.
Unless the target is surprised or the revelation of the hag's true form is sudden, the target can avert its eyes and avoid making the initial saving throw. Until the start of its next turn, a creature that averts its eyes has disadvantage on attack rolls against the hag.",0,
416,Sea Hag - Hag Coven,"When hags must work together, they form covens, in spite of their selfish natures. A coven is made up of hags of any type, all of whom are equals within the group. However, each of the hags continues to desire more personal power.
A coven consists of three hags so that any arguments between two hags can be settled by the third. If more than three hags ever come together, as might happen if two covens come into conflict, the result is usually chaos.",0,
417,Sea Hag - Shared Spellcasting (Coven Only),"While all three members of a hag coven are within 30 feet of one another, they can each cast the following spells from the wizard's spell list but must share the spell slots among themselves:

• 1st level (4 slots): identify, ray of sickness
• 2nd level (3 slots): hold person, locate object
• 3rd level (3 slots): bestow curse, counterspell, lightning bolt
• 4th level (3 slots): phantasmal killer, polymorph
• 5th level (2 slots): contact other plane, scrying
• 6th level (1 slot): eye bite

For casting these spells, each hag is a 12th-level spellcaster that uses Intelligence as her spellcasting ability. The spell save DC is 12+the hag's Intelligence modifier, and the spell attack bonus is 4+the hag's Intelligence modifier.",0,
418,Sea Hag - Hag Eye (Coven Only),"A hag coven can craft a magic item called a hag eye, which is made from a real eye coated in varnish and often fitted to a pendant or other wearable item. The hag eye is usually entrusted to a minion for safekeeping and transport. A hag in the coven can take an action to see what the hag eye sees if the hag eye is on the same plane of existence. A hag eye has AC 10, 1 hit point, and darkvision with a radius of 60 feet. If it is destroyed, each coven member takes 3d10 psychic damage and is blinded for 24 hours.
A hag coven can have only one hag eye at a time, and creating a new one requires all three members of the coven to perform a ritual. The ritual takes 1 hour, and the hags can't perform it while blinded. During the ritual, if the hags take any action other than performing the ritual, they must start over.",0,
419,Sea Horse - Water Breathing,The sea horse can breathe only underwater.,0,
420,Shadow - Amorphous,The shadow can move through a space as narrow as 1 inch wide without squeezing.,0,
421,Shadow - Shadow Stealth,"While in dim light or darkness, the shadow can take the Hide action as a bonus action. Its stealth bonus is also improved to +6.",0,
422,Shadow - Sunlight Weakness,"While in sunlight, the shadow has disadvantage on attack rolls, ability checks, and saving throws.",0,
423,Shambling Mound - Lightning Absorption,"Whenever the shambling mound is subjected to lightning damage, it takes no damage and regains a number of hit points equal to the lightning damage dealt.",0,
424,Shield Guardian - Bound,"The shield guardian is magically bound to an amulet. As long as the guardian and its amulet are on the same plane of existence, the amulet's wearer can telepathically call the guardian to travel to it, and the guardian knows the distance and direction to the amulet. If the guardian is within 60 feet of the amulet's wearer, half of any damage the wearer takes (rounded up) is transferred to the guardian.",0,
425,Shield Guardian - Regeneration,The shield guardian regains 10 hit points at the start of its turn if it has at least 1 hit. point.,0,
426,Shield Guardian - Spell Storing,"A spellcaster who wears the shield guardian's amulet can cause the guardian to store one spell of 4th level or lower. To do so, the wearer must cast the spell on the guardian. The spell has no effect but is stored within the guardian. When commanded to do so by the wearer or when a situation arises that was predefined by the spellcaster, the guardian casts the stored spell with any parameters set by the original caster, requiring no components. When the spell is cast or a new spell is stored, any previously stored spell is lost.",0,
427,Shrieker - False Appearance,"While the shrieker remains motionless, it is indistinguishable from an ordinary fungus.",0,
428,Solar - Angelic Weapons,"The solar's weapon attacks are magical. When the solar hits with any weapon, the weapon deals an extra 6d8 radiant damage (included in the attack).",0,
429,Solar - Divine Awareness,The solar knows if it hears a lie.,0,
430,Solar - Innate Spellcasting,"The solar's spell casting ability is Charisma (spell save DC 25). It can innately cast the following spells, requiring no material components:
At will: detect evil and good, invisibility (self only)
3/day each: blade barrier, dispel evil and good, resurrection
1/day each: commune, control weather",0,
431,Solar - Magic Resistance,The solar has advantage on saving throws against spells and other magical effects.,0,
432,Specter - Incorporeal Movement,The specter can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.,0,
433,Specter - Sunlight Sensitivity,"While in sunlight, the specter has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.",0,
434,Spider - Spider Climb,"The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",0,
435,Spider - Web Sense,"While in contact with a web, the spider knows the exact location of any other creature in contact with the same web.",0,
436,Spider - Web Walker,The spider ignores movement restrictions caused by webbing.,0,
437,Spirit Naga - Rejuvenation,"If it dies, the naga returns to life in 1d6 days and regains all its hit points. Only a wish spell can prevent this trait from functioning.",0,
438,Spirit Naga - Spellcasting,"The naga is a 10th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 14, +6 to hit with spell attacks), and it needs only verbal components to cast its spells. It has the following wizard spells prepared:

• Cantrips (at will): mage hand, minor illusion, ray of frost
• 1st level (4 slots): charm person, detect magic, sleep
• 2nd level (3 slots): detect thoughts, hold person
• 3rd level (3 slots): lightning bolt, water breathing
• 4th level (3 slots): blight, dimension door
• 5th level (2 slots): dominate person",0,
439,Spy - Cunning Action,"On each of its turns, the spy can use a bonus action to take the Dash, Disengage, or Hide action.",0,
440,Spy - Sneak Attack (1/Turn),"The spy deals an extra 7 (2d6) damage when it hits a target with a weapon attack and has advantage on the attack roll, or when the target is within 5 ft. of an ally of the spy that isn't incapacitated and the spy doesn't have disadvantage on the attack roll.",0,2d6
441,Steam Mephit - Death Burst,"When the mephit dies, it explodes in a cloud of steam. Each creature within 5 ft. of the mephit must succeed on a DC 10 Dexterity saving throw or take 4 (1d8) fire damage.",0,1d8
442,Steam Mephit - Innate Spellcasting (1/Day),"The mephit can innately cast blur, requiring no material components. Its innate spellcasting ability is Charisma.",0,
443,Stone Giant - Stone Camouflage,The giant has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.,0,
444,Stone Golem - Immutable Form,The golem is immune to any spell or effect that would alter its form.,0,
445,Stone Golem - Magic Resistance,The golem has advantage on saving throws against spells and other magical effects.,0,
446,Stone Golem - Magic Weapons,The golem's weapon attacks are magical.,0,
447,Storm Giant - Amphibious,The giant can breathe air and water.,0,
448,Storm Giant - Innate Spellcasting,"The giant's innate spellcasting ability is Charisma (spell save DC 17). It can innately cast the following spells, requiring no material components:

At will: detect magic, feather fall, levitate, light
3/day each: control weather, water breathing",0,
449,Succubus/Incubus - Telepathic Bond,The fiend ignores the range restriction on its telepathy when communicating with a creature it has charmed. The two don't even need to be on the same plane of existence.,0,
450,Succubus/Incubus - Shapechanger,"The fiend can use its action to polymorph into a Small or Medium humanoid, or back into its true form. Without wings, the fiend loses its flying speed. Other than its size and speed, its statistics are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.",0,
451,Swarm of Bats - Echolocation,The swarm can't use its blindsight while deafened.,0,
452,Swarm of Bats - Keen Hearing,The swarm has advantage on Wisdom (Perception) checks that rely on hearing.,0,
453,Swarm of Bats - Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny bat. The swarm can't regain hit points or gain temporary hit points.",0,
454,Swarm of Beetles - Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.",0,
455,Swarm of Centipedes - Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.",0,
456,Swarm of Insects - Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.",0,
457,Swarm of Poisonous Snakes - Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny snake. The swarm can't regain hit points or gain temporary hit points.",0,
458,Swarm of Quippers - Blood Frenzy,The swarm has advantage on melee attack rolls against any creature that doesn't have all its hit points.,0,
459,Swarm of Quippers - Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny quipper. The swarm can't regain hit points or gain temporary hit points.",0,
460,Swarm of Quippers - Water Breathing,The swarm can breathe only underwater.,0,
461,Swarm of Rats - Keen Smell,The swarm has advantage on Wisdom (Perception) checks that rely on smell.,0,
462,Swarm of Rats - Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny rat. The swarm can't regain hit points or gain temporary hit points.",0,
463,Swarm of Ravens - Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny raven. The swarm can't regain hit points or gain temporary hit points.",0,
464,Swarm of Spiders - Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.",0,
465,Swarm of Spiders - Spider Climb,"The swarm can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",0,
466,Swarm of Spiders - Web Sense,"While in contact with a web, the swarm knows the exact location of any other creature in contact with the same web.",0,
467,Swarm of Spiders - Web Walker,The swarm ignores movement restrictions caused by webbing.,0,
468,Swarm of Wasps - Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.",0,
469,Tarrasque - Legendary Resistance (3/Day),"If the tarrasque fails a saving throw, it can choose to succeed instead.",0,
470,Tarrasque - Magic Resistance,The tarrasque has advantage on saving throws against spells and other magical effects.,0,
471,Tarrasque - Reflective Carapace,"Any time the tarrasque is targeted by a magic missile spell, a line spell, or a spell that requires a ranged attack roll, roll a d6. On a 1 to 5, the tarrasque is unaffected. On a 6, the tarrasque is unaffected, and the effect is reflected back at the caster as though it originated from the tarrasque, turning the caster into the target.",0,
472,Tarrasque - Siege Monster,The tarrasque deals double damage to objects and structures.,0,
473,Thug - Pack Tactics,The thug has advantage on an attack roll against a creature if at least one of the thug's allies is within 5 ft. of the creature and the ally isn't incapacitated.,0,
474,Tiger - Keen Smell,The tiger has advantage on Wisdom (Perception) checks that rely on smell.,0,
475,Tiger - Pounce,"If the tiger moves at least 20 ft. straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the tiger can make one bite attack against it as a bonus action.",0,
476,Treant - False Appearance,"While the treant remains motionless, it is indistinguishable from a normal tree.",0,
477,Treant - Siege Monster,The treant deals double damage to objects and structures.,0,
478,Tribal Warrior - Pack Tactics,The warrior has advantage on an attack roll against a creature if at least one of the warrior's allies is within 5 ft. of the creature and the ally isn't incapacitated.,0,
479,Triceratops - Trampling Charge,"If the triceratops moves at least 20 ft. straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the triceratops can make one stomp attack against it as a bonus action.",0,
480,Troll - Keen Smell,The troll has advantage on Wisdom (Perception) checks that rely on smell.,0,
481,Troll - Regeneration,"The troll regains 10 hit points at the start of its turn. If the troll takes acid or fire damage, this trait doesn't function at the start of the troll's next turn. The troll dies only if it starts its turn with 0 hit points and doesn't regenerate.",0,
482,Troll - Variant: Loathsome Limbs,"Whenever the troll takes at least 15 slashing damage at one time, roll a d20 to determine what else happens to it:
1-10: Nothing else happens.
11-14: One leg is severed from the troll if it has any legs left.
15- 18: One arm is severed from the troll if it has any arms left.
19-20: The troll is decapitated, but the troll dies only if it can't regenerate. If it dies, so does the severed head.
If the troll finishes a short or long rest without reattaching a severed limb or head, the part regrows. At that point, the severed part dies. Until then, a severed part acts on the troll's initiative and has its own action and movement. A severed part has AC 13, 10 hit points, and the troll's Regeneration trait.
A severed leg is unable to attack and has a speed of 5 feet.
A severed arm has a speed of 5 feet and can make one claw attack on its turn, with disadvantage on the attack roll unless the troll can see the arm and its target. Each time the troll loses an arm, it loses a claw attack.
If its head is severed, the troll loses its bite attack and its body is blinded unless the head can see it. The severed head has a speed of 0 feet and the troll's Keen Smell trait. It can make a bite attack but only against a target in its space.
The troll's speed is halved if it's missing a leg. If it loses both legs, it falls prone. If it has both arms, it can crawl. With only one arm, it can still crawl, but its speed is halved. With no arms or legs, its speed is 0, and it can't benefit from bonuses to speed.",0,
483,Unicorn - Charge,"If the unicorn moves at least 20 ft. straight toward a target and then hits it with a horn attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 15 Strength saving throw or be knocked prone.",0,2d8
484,Unicorn - Innate Spellcasting,"The unicorn's innate spellcasting ability is Charisma (spell save DC 14). The unicorn can innately cast the following spells, requiring no components:

At will: detect evil and good, druidcraft, pass without trace
1/day each: calm emotions, dispel evil and good, entangle",0,
485,Unicorn - Magic Resistance,The unicorn has advantage on saving throws against spells and other magical effects.,0,
486,Unicorn - Magic Weapons,The unicorn's weapon attacks are magical.,0,
487,Vampire - Shapechanger,"If the vampire isn't in sun light or running water, it can use its action to polymorph into a Tiny bat or a Medium cloud of mist, or back into its true form.
While in bat form, the vampire can't speak, its walking speed is 5 feet, and it has a flying speed of 30 feet. Its statistics, other than its size and speed, are unchanged. Anything it is wearing transforms with it, but nothing it is carrying does. It reverts to its true form if it dies.
While in mist form, the vampire can't take any actions, speak, or manipulate objects. It is weightless, has a flying speed of 20 feet, can hover, and can enter a hostile creature's space and stop there. In addition, if air can pass through a space, the mist can do so without squeezing, and it can't pass through water. It has advantage on Strength, Dexterity, and Constitution saving throws, and it is immune to all nonmagical damage, except the damage it takes from sunlight.",0,
488,Vampire - Legendary Resistance (3/Day),"If the vampire fails a saving throw, it can choose to succeed instead.",0,
489,Vampire - Misty Escape,"When it drops to 0 hit points outside its resting place, the vampire transforms into a cloud of mist (as in the Shapechanger trait) instead of falling unconscious, provided that it isn't in sunlight or running water. If it can't transform, it is destroyed.
While it has 0 hit points in mist form, it can't revert to its vampire form, and it must reach its resting place within 2 hours or be destroyed. Once in its resting place, it reverts to its vampire form. It is then paralyzed until it regains at least 1 hit point. After spending 1 hour in its resting place with 0 hit points, it regains 1 hit point.",0,
490,Vampire - Regeneration,"The vampire regains 20 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water, this trait doesn't function at the start of the vampire's next turn.",0,
491,Vampire - Spider Climb,"The vampire can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",0,
492,Vampire - Vampire Weaknesses,"The vampire has the following flaws:
Forbiddance. The vampire can't enter a residence without an invitation from one of the occupants.
Harmed by Running Water. The vampire takes 20 acid damage if it ends its turn in running water.
Stake to the Heart. If a piercing weapon made of wood is driven into the vampire's heart while the vampire is incapacitated in its resting place, the vampire is paralyzed until the stake is removed.
Sunlight Hypersensitivity. The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight, it has disadvantage on attack rolls and ability checks.",0,
493,Vampire Spawn - Regeneration,"The vampire regains 10 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water, this trait doesn't function at the start of the vampire's next turn.",0,
494,Vampire Spawn - Spider Climb,"The vampire can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",0,
495,Vampire Spawn - Vampire Weaknesses,"The vampire has the following flaws:
Forbiddance. The vampire can't enter a residence without an invitation from one of the occupants.
Harmed by Running Water. The vampire takes 20 acid damage when it ends its turn in running water.
Stake to the Heart. The vampire is destroyed if a piercing weapon made of wood is driven into its heart while it is incapacitated in its resting place.
Sunlight Hypersensitivity. The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight, it has disadvantage on attack rolls and ability checks.",0,
496,Violet Fungus - False Appearance,"While the violet fungus remains motionless, it is indistinguishable from an ordinary fungus.",0,
497,Vrock - Magic Resistance,The vrock has advantage on saving throws against spells and other magical effects.,0,
498,Vulture - Keen Sight and Smell,The vulture has advantage on Wisdom (Perception) checks that rely on sight or smell.,0,
499,Vulture - Pack Tactics,The vulture has advantage on an attack roll against a creature if at least one of the vulture's allies is within 5 ft. of the creature and the ally isn't incapacitated.,0,
500,Warhorse - Trampling Charge,"If the horse moves at least 20 ft. straight toward a creature and then hits it with a hooves attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the horse can make another attack with its hooves against it as a bonus action.",0,
501,Water Elemental - Water Form,The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing.,0,
502,Water Elemental - Freeze,"If the elemental takes cold damage, it partially freezes; its speed is reduced by 20 ft. until the end of its next turn.",0,
503,Weasel - Keen Hearing and Smell,The weasel has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0,
504,Werebear - Shapechanger,"The werebear can use its action to polymorph into a Large bear-humanoid hybrid or into a Large bear, or back into its true form, which is humanoid. Its statistics, other than its size and AC, are the same in each form. Any equipment it. is wearing or carrying isn't transformed. It reverts to its true form if it dies.",0,
505,Werebear - Keen Smell,The werebear has advantage on WisGlom (Perception) checks that rely on smell.,0,
506,Wereboar - Shapechanger,"The wereboar can use its action to polymorph into a boar-humanoid hybrid or into a boar, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.",0,
507,Wereboar - Charge (Boar or Hybrid Form Only),"If the wereboar moves at least 15 feet straight toward a target and then hits it with its tusks on the same turn, the target takes an extra 7 (2d6) slashing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone.",0,2d6
508,Wereboar - Relentless (Recharges after a Short or Long Rest),"If the wereboar takes 14 damage or less that would reduce it to 0 hit points, it is reduced to 1 hit point instead.",0,
509,Wererat - Shapechanger,"The wererat can use its action to polymorph into a rat-humanoid hybrid or into a giant rat, or back into its true form, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.",0,
510,Wererat - Keen Smell,The wererat has advantage on Wisdom (Perception) checks that rely on smell.,0,
511,Weretiger - Shapechanger,"The weretiger can use its action to polymorph into a tiger-humanoid hybrid or into a tiger, or back into its true form, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.",0,
512,Weretiger - Keen Hearing and Smell,The weretiger has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0,
513,Weretiger - Pounce (Tiger or Hybrid Form Only),"If the weretiger moves at least 15 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the weretiger can make one bite attack against it as a bonus action.",0,
514,Werewolf - Shapechanger,"The werewolf can use its action to polymorph into a wolf-humanoid hybrid or into a wolf, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.",0,
515,Werewolf - Keen Hearing and Smell,The werewolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0,
516,Wight - Sunlight Sensitivity,"While in sunlight, the wight has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.",0,
