name,size,type,subtype,alignment,armor_class,hit_points,hit_dice,speed,strength,dexterity,constitution,intelligence,wisdom,charisma,wisdom_save,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,senses,languages,challenge_rating,special_abilities,actions,constitution_save,perception,history,legendary_actions,intelligence_save,religion,medicine,stealth,dexterity_save,charisma_save,persuasion,insight,deception,athletics,arcana,nature,acrobatics,strength_save,reactions,survival,investigation,intimidation,performance,arctic,coast,desert,forest,grassland,hill,mountain,swamp,underdark,underwater,urban
Deva,Medium,celestial,,lawful good,17,136,16d8,"30 ft., fly 90 ft.",18,18,18,17,20,20,9,,"radiant; bludgeoning, piercing, and slashing from nonmagical weapons",,"charmed, exhaustion, frightened","darkvision 120 ft., passive Perception 19","all, telepathy 120 ft.",10,"['Deva - Angelic Weapons', 'Deva - Innate Spellcasting', 'Deva - Magic Resistance']","{'Deva - Change Shape', 'Deva - Mace', 'Deva - Multiattack', 'Deva - Healing Touch (3/Day)'}",,9,,,,,,,,9,,9,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dire Wolf,Large,beast,,unaligned,14,37,5d10,50 ft.,17,15,15,3,12,7,,,,,,passive Perception 13,,1,"['Dire Wolf - Keen Hearing and Smell', 'Dire Wolf - Pack Tactics']",{'Dire Wolf - Bite'},,3,,,,,,4,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Djinni,Large,elemental,,chaotic good,17,161,14d10,"30 ft., fly 90 ft.",21,15,22,15,16,20,7,,,"lightning, thunder",,"darkvision 120 ft., passive Perception 13",Auran,11,"['Djinni - Elemental Demise', 'Djinni - Innate Spellcasting', 'Djinni - Variant: Genie Powers']","{'Djinni - Scimitar', 'Djinni - Create Whirlwind', 'Djinni - Multiattack'}",,,,,,,,,6,9,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Doppelganger,Medium,monstrosity,shapechanger,unaligned,14,52,8d8,30 ft.,11,18,14,11,12,14,,,,charmed,,"darkvision 60 ft., passive Perception 11",Common,3,"['Doppelganger - Shapechanger', 'Doppelganger - Ambusher', 'Doppelganger - Surprise Attack']","{'Doppelganger - Slam', 'Doppelganger - Read Thoughts', 'Doppelganger - Multiattack'}",,,,,,,,,,,,3,6,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Draft Horse,Large,beast,,unaligned,10,19,3d10,40 ft.,18,10,12,2,11,7,,,,,,passive Perception 10,,4-Jan,,{'Draft Horse - Hooves'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Dragon Turtle,Gargantuan,dragon,,neutral,20,341,22d20,"20 ft., swim 40 ft.",25,10,20,10,12,12,7,,fire,,,"darkvision 120 ft., passive Perception 11","Aquan, Draconic",17,['Dragon Turtle - Amphibious'],"{'Dragon Turtle - Tail', 'Dragon Turtle - Multiattack', 'Dragon Turtle - Claw', 'Dragon Turtle - Bite', 'Dragon Turtle - Steam Breath (Recharge 5-6)'}",11,,,,,,,,6,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dretch,Small,fiend,demon,chaotic evil,11,18,4d6,20 ft.,11,11,12,5,8,3,,,"cold, fire, lightning",poison,poisoned,"darkvision 60 ft., passive Perception 9","Abyssal, telepathy 60 ft. (works only with creatures that understand Abyssal)",4-Jan,,"{'Dretch - Fetid Cloud (1/Day)', 'Dretch - Claws', 'Dretch - Bite', 'Dretch - Multiattack'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Drider,Large,monstrosity,,chaotic evil,19,123,13d10,"30 ft., climb 30 ft.",16,16,18,13,14,12,,,,,,"darkvision 120 ft., passive Perception 15","Elvish, Undercommon",6,"['Drider - Fey Ancestry', 'Drider - Innate Spellcasting', 'Drider - Spider Climb', 'Drider - Sunlight Sensitivity', 'Drider - Web Walker']","{'Drider - Longsword', 'Drider - Bite', 'Drider - Multiattack', 'Drider - Longbow'}",,5,,,,,,9,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Drow,Medium,humanoid,elf,neutral evil,15,13,3d8,30 ft.,10,14,10,11,11,12,,,,,,"darkvision 120 ft., passive Perception 12","Elvish, Undercommon",4-Jan,"['Drow - Fey Ancestry', 'Drow - Innate Spellcasting', 'Drow - Sunlight Sensitivity']","{'Drow - Hand Crossbow', 'Drow - Shortsword'}",,2,,,,,,4,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Druid,Medium,humanoid,any race,any alignment,11,27,5d8,30 ft.,10,12,13,12,15,11,,,,,,passive Perception 14,Druidic plus any two languages,2,['Druid - Spellcasting'],{'Druid - Quarterstaff'},,4,,,,,4,,,,,,,,,3,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Dryad,Medium,fey,,neutral,11,22,5d8,30 ft.,10,12,11,14,15,18,,,,,,"darkvision 60 ft., passive Perception 14","Elvish, Sylvan",1,"['Dryad - Innate Spellcasting', 'Dryad - Magic Resistance', 'Dryad - Speak with Beasts and Plants', 'Dryad - Tree Stride']","{'Dryad - Club', 'Dryad - Fey Charm'}",,4,,,,,,5,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Duergar,Medium,humanoid,dwarf,lawful evil,16,26,4d8,25 ft.,14,11,14,11,10,9,,,poison,,,"darkvision 120 ft., passive Perception 10","Dwarvish, Undercommon",1,"['Duergar - Duergar Resilience', 'Duergar - Sunlight Sensitivity']","{'Duergar - Enlarge (Recharges after a Short or Long Rest)', 'Duergar - War Pick', 'Duergar - Invisibility (Recharges after a Short or Long Rest)', 'Duergar - Javelin'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Dust Mephit,Small,elemental,,neutral evil,12,17,5d6,"30 ft., fly 30 ft.",5,14,10,9,11,10,,fire,,poison,poisoned,"darkvision 60 ft., passive Perception 12","Auran, Terran",2-Jan,"['Dust Mephit - Death Burst', 'Dust Mephit - Innate Spellcasting (1/Day)']","{'Dust Mephit - Claws', 'Dust Mephit - Variant: Summon Mephits (1/Day)', 'Dust Mephit - Blinding Breath (Recharge 6)'}",,2,,,,,,4,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Eagle,Small,beast,,unaligned,12,3,1d6,"10 ft., fly 60 ft.",6,15,10,2,14,7,,,,,,passive Perception 14,,0,['Eagle - Keen Sight'],{'Eagle - Talons'},,4,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Earth Elemental,Large,elemental,,neutral,17,126,12d10,"30 ft., burrow 30 ft.",20,8,20,5,10,5,,thunder,"bludgeoning, piercing, and slashing from nonmagical weapons",poison,"exhaustion, paralyzed, petrified, poisoned, unconscious","darkvision 60 ft., tremorsense 60 ft., passive Perception 10",Terran,5,"['Earth Elemental - Earth Glide', 'Earth Elemental - Siege Monster']","{'Earth Elemental - Slam', 'Earth Elemental - Multiattack'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Efreeti,Large,elemental,,lawful evil,17,200,16d10,"40 ft., fly 60 ft.",22,12,24,16,15,16,6,,,fire,,"darkvision 120 ft., passive Perception 12",Ignan,11,"['Efreeti - Elemental Demise', 'Efreeti - Innate Spellcasting', 'Efreeti - Variant: Genie Powers']","{'Efreeti - Multiattack', 'Efreeti - Hurl Flame', 'Efreeti - Scimitar'}",,,,,7,,,,,7,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Elephant,Huge,beast,,unaligned,12,76,8d12,40 ft.,22,9,17,3,11,6,,,,,,passive Perception 10,,4,['Elephant - Trampling Charge'],"{'Elephant - Stomp', 'Elephant - Gore'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Elk,Large,beast,,unaligned,10,13,2d10,50 ft.,16,10,12,2,10,6,,,,,,passive Perception 10,,4-Jan,['Elk - Charge'],"{'Elk - Ram', 'Elk - Hooves'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Erinyes,Medium,fiend,devil,lawful evil,18,153,18d8,"30 ft., fly 60 ft.",18,16,18,14,14,18,6,,"cold; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison",poisoned,"truesight 120 ft., passive Perception 12","Infernal, telepathy 120 ft.",12,"['Erinyes - Hellish Weapons', 'Erinyes - Magic Resistance']","{'Erinyes - Multiattack', 'Erinyes - Longsword', 'Erinyes - Longbow', 'Erinyes - Variant: Rope of Entanglement'}",8,,,,,,,,7,8,,,,,,,,,{'Erinyes - Parry'},,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ettercap,Medium,monstrosity,,neutral evil,13,44,8d8,"30 ft., climb 30 ft.",14,15,13,7,12,8,,,,,,"darkvision 60 ft., passive Perception 13",,2,"['Ettercap - Spider Climb', 'Ettercap - Web Sense', 'Ettercap - Web Walker']","{'Ettercap - Variant: Web Garrote', 'Ettercap - Web (Recharge 5-6)', 'Ettercap - Claws', 'Ettercap - Bite', 'Ettercap - Multiattack'}",,3,,,,,,4,,,,,,,,,,,,3,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ettin,Large,giant,,chaotic evil,12,85,10d10,40 ft.,21,8,17,6,10,8,,,,,,"darkvision 60 ft., passive Perception 14","Giant, Orc",4,"['Ettin - Two Heads', 'Ettin - Wakeful']","{'Ettin - Morningstar', 'Ettin - Battleaxe', 'Ettin - Multiattack'}",,4,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
Fire Elemental,Large,elemental,,neutral,13,102,12d10,50 ft.,10,17,16,6,10,7,,,"bludgeoning, piercing, and slashing from nonmagical weapons","fire, poison","exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","darkvision 60 ft., passive Perception 10",Ignan,5,"['Fire Elemental - Fire Form', 'Fire Elemental - Illumination', 'Fire Elemental - Water Susceptibility']","{'Fire Elemental - Touch', 'Fire Elemental - Multiattack'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Fire Giant,Huge,giant,,lawful evil,18,162,13d12,30 ft.,25,9,23,10,14,13,,,,fire,,passive Perception 16,Giant,9,,"{'Fire Giant - Multiattack', 'Fire Giant - Rock', 'Fire Giant - Greatsword'}",10,6,,,,,,,3,5,,,,11,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Flesh Golem,Medium,construct,,neutral,9,93,11d8,30 ft.,19,9,18,6,10,5,,,,"lightning, poison; bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned","darkvision 60 ft., passive Perception 10",understands the languages of its creator but can't speak,5,"['Flesh Golem - Berserk', 'Flesh Golem - Aversion of Fire', 'Flesh Golem - Immutable Form', 'Flesh Golem - Lightning Absorption', 'Flesh Golem - Magic Resistance', 'Flesh Golem - Magic Weapons']","{'Flesh Golem - Slam', 'Flesh Golem - Multiattack'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Flying Snake,Tiny,beast,,unaligned,14,5,2d4,"30 ft., fly 60 ft., swim 30 ft.",4,18,11,2,12,5,,,,,,"blindsight 10 ft., passive Perception 11",,8-Jan,['Flying Snake - Flyby'],{'Flying Snake - Bite'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Flying Sword,Small,construct,,unaligned,17,17,5d6,"0 ft., fly 50 ft. It can hover.",12,15,11,1,5,1,,,,"poison, psychic","blinded, charmed, deafened, frightened, paralyzed, petrified, poisoned","blindsight 60 ft. (blind beyond this radius), passive Perception 7",,4-Jan,"['Flying Sword - Antimagic Susceptibility', 'Flying Sword - False Appearance']",{'Flying Sword - Longsword'},,,,,,,,,4,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Frog,Tiny,beast,,unaligned,11,1,1d4,"20 ft., swim 20 ft.",1,13,8,1,8,3,,,,,,"darkvision 30 ft., passive Perception 11",,0,"['Frog - Amphibious', 'Frog - Standing Leap']",,,1,,,,,,3,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Frost Giant,Huge,giant,,neutral evil,15,138,12d12,40 ft.,23,9,21,9,10,12,3,,,cold,,passive Perception 13,Giant,8,,"{'Frost Giant - Multiattack', 'Frost Giant - Rock', 'Frost Giant - Greataxe'}",8,3,,,,,,,,4,,,,9,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Gargoyle,Medium,elemental,,chaotic evil,15,52,7d8,"30 ft., fly 60 ft.",15,11,16,6,11,7,,,"bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine",poison,"exhaustion, petrified, poisoned","darkvision 60 ft., passive Perception 10",Terran,2,['Gargoyle - False Appearance'],"{'Gargoyle - Claws', 'Gargoyle - Multiattack', 'Gargoyle - Bite'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Gelatinous Cube,Large,ooze,,unaligned,6,84,8d10,15 ft.,14,3,20,1,6,1,,,,,"blinded, charmed, deafened, exhaustion, frightened, prone","blindsight 60 ft. (blind beyond this radius), passive Perception 8",,2,"['Gelatinous Cube - Ooze Cube', 'Gelatinous Cube - Transparent']","{'Gelatinous Cube - Engulf', 'Gelatinous Cube - Pseudopod'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Ghast,Medium,undead,,chaotic evil,13,36,8d8,30 ft.,16,17,10,11,10,8,,,,necrotic,poisoned,"darkvision 60 ft., passive Perception 10",Common,2,"['Ghast - Stench', 'Ghast - Turn Defiance']","{'Ghast - Bite', 'Ghast - Claws'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Ghost,Medium,undead,,any alignment,11,45,10d8,"0 ft., fly 40 ft. It can hover.",7,13,10,10,12,17,,,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical weapons","cold, necrotic, poison","charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained","darkvision 60 ft., passive Perception 11",any languages it knew in life,4,"['Ghost - Ethereal Sight', 'Ghost - Incorporeal Movement']","{'Ghost - Withering Touch', 'Ghost - Horrifying Visage', 'Ghost - Possession (Recharge 6)', 'Ghost - Etherealness'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Ghoul,Medium,undead,,chaotic evil,12,22,5d8,30 ft.,13,15,10,7,10,6,,,,,poisoned,"darkvision 60 ft., passive Perception 10",Common,1,,"{'Ghoul - Bite', 'Ghoul - Claws'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Giant Ape,Huge,beast,,unaligned,12,157,15d12,"40 ft., climb 40 ft.",23,14,18,7,12,7,,,,,,passive Perception 14,,7,,"{'Giant Ape - Rock', 'Giant Ape - Multiattack', 'Giant Ape - Fist'}",,4,,,,,,,,,,,,9,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Giant Badger,Medium,beast,,unaligned,10,13,2d8,"30 ft., burrow 10 ft.",13,10,15,2,12,5,,,,,,"darkvision 30 ft., passive Perception 11",,4-Jan,['Giant Badger - Keen Smell'],"{'Giant Badger - Claws', 'Giant Badger - Multiattack', 'Giant Badger - Bite'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Giant Bat,Large,beast,,unaligned,13,22,4d10,"10 ft., fly 60 ft.",15,16,11,2,12,6,,,,,,"blindsight 60 ft., passive Perception 11",,4-Jan,"['Giant Bat - Echolocation', 'Giant Bat - Keen Hearing']",{'Giant Bat - Bite'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Giant Boar,Large,beast,,unaligned,12,42,5d10,40 ft.,17,10,16,2,7,5,,,,,,passive Perception 8,,2,"['Giant Boar - Charge', 'Giant Boar - Relentless (Recharges after a Short or Long Rest)']",{'Giant Boar - Tusk'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Giant Centipede,Small,beast,,unaligned,13,4,1d6,"30 ft., climb 30 ft.",5,14,12,1,7,3,,,,,,"blindsight 30 ft., passive Perception 8",,4-Jan,,{'Giant Centipede - Bite'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Giant Constrictor Snake,Huge,beast,,unaligned,12,60,8d12,"30 ft., swim 30 ft.",19,14,12,1,10,3,,,,,,"blindsight 10 ft., passive Perception 12",,2,,"{'Giant Constrictor Snake - Constrict', 'Giant Constrictor Snake - Bite'}",,2,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Giant Crab,Medium,beast,,unaligned,15,13,3d8,"30 ft., swim 30 ft.",13,15,11,1,9,3,,,,,,"blindsight 30 ft., passive Perception 9",,8-Jan,['Giant Crab - Amphibious'],{'Giant Crab - Claw'},,,,,,,,4,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Giant Crocodile,Huge,beast,,unaligned,14,85,9d12,"30 ft., swim 50 ft.",21,9,17,2,10,7,,,,,,passive Perception 10,,5,['Giant Crocodile - Hold Breath'],"{'Giant Crocodile - Bite', 'Giant Crocodile - Multiattack', 'Giant Crocodile - Tail'}",,,,,,,,5,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Giant Eagle,Large,beast,,neutral good,13,26,4d10,"10 ft., fly 80 ft.",16,17,13,8,14,10,,,,,,passive Perception 14,"Giant Eagle, understands Common and Auran but can't speak",1,['Giant Eagle - Keen Sight'],"{'Giant Eagle - Talons', 'Giant Eagle - Multiattack', 'Giant Eagle - Beak'}",,4,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Giant Elk,Huge,beast,,unaligned,15,42,5d12,60 ft.,19,16,14,7,14,10,,,,,,passive Perception 14,"Giant Elk, understands Common, Elvish, and Sylvan but can't speak",2,['Giant Elk - Charge'],"{'Giant Elk - Hooves', 'Giant Elk - Ram'}",,4,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Giant Fire Beetle,Small,beast,,unaligned,13,4,1d6,30 ft.,8,10,12,1,7,3,,,,,,"blindsight 30 ft., passive Perception 8",,0,['Giant Fire Beetle - Illumination'],{'Giant Fire Beetle - Bite'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Giant Frog,Medium,beast,,unaligned,11,18,4d8,"30 ft., swim 30 ft.",12,13,11,2,10,3,,,,,,"darkvision 30 ft., passive Perception 12",,4-Jan,"['Giant Frog - Amphibious', 'Giant Frog - Standing Leap']","{'Giant Frog - Swallow', 'Giant Frog - Bite'}",,2,,,,,,3,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Giant Goat,Large,beast,,unaligned,11,19,3d10,40 ft.,17,11,12,3,12,6,,,,,,passive Perception 11,,2-Jan,"['Giant Goat - Charge', 'Giant Goat - Sure-Footed']",{'Giant Goat - Ram'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Giant Hyena,Large,beast,,unaligned,12,45,6d10,50 ft.,16,14,14,2,12,7,,,,,,passive Perception 13,,1,['Giant Hyena - Rampage'],{'Giant Hyena - Bite'},,3,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Giant Lizard,Large,beast,,unaligned,12,19,3d10,"30 ft., climb 30 ft.",15,12,13,2,10,5,,,,,,"darkvision 30 ft., passive Perception 10",,4-Jan,"['Giant Lizard - Variant: Hold Breath', 'Giant Lizard - Variant: Spider Climb']",{'Giant Lizard - Bite'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Giant Octopus,Large,beast,,unaligned,11,52,8d10,"10 ft., swim 60 ft.",17,13,13,4,10,4,,,,,,"darkvision 60 ft., passive Perception 14",,1,"['Giant Octopus - Hold Breath', 'Giant Octopus - Underwater Camouflage', 'Giant Octopus - Water Breathing']","{'Giant Octopus - Ink Cloud (Recharges after a Short or Long Rest)', 'Giant Octopus - Tentacles'}",,4,,,,,,5,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Giant Owl,Large,beast,,neutral,12,19,3d10,"5 ft., fly 60 ft.",13,15,12,8,13,10,,,,,,"darkvision 120 ft., passive Perception 15","Giant Owl, understands Common, Elvish, and Sylvan but can't speak",4-Jan,"['Giant Owl - Flyby', 'Giant Owl - Keen Hearing and Sight']",{'Giant Owl - Talons'},,5,,,,,,4,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Giant Poisonous Snake,Medium,beast,,unaligned,14,11,2d8,"30 ft., swim 30 ft.",10,18,13,2,10,3,,,,,,"blindsight 10 ft., passive Perception 12",,4-Jan,,{'Giant Poisonous Snake - Bite'},,2,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Giant Rat,Small,beast,,unaligned,12,7,2d6,30 ft.,7,15,11,2,10,4,,,,,,"darkvision 60 ft., passive Perception 10",,8-Jan,"['Giant Rat - Keen Smell', 'Giant Rat - Pack Tactics']",{'Giant Rat - Bite'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Giant Rat (Diseased),Small,beast,,unaligned,12,7,2d6,30 ft.,7,15,11,2,10,4,,,,,,"darkvision 60 ft., passive Perception 10",,8-Jan,,{'Giant Rat (Diseased) - Bite'},,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Giant Scorpion,Large,beast,,unaligned,15,52,7d10,40 ft.,15,13,15,1,9,3,,,,,,"blindsight 60 ft., passive Perception 9",,3,,"{'Giant Scorpion - Claw', 'Giant Scorpion - Sting', 'Giant Scorpion - Multiattack'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Giant Sea Horse,Large,beast,,unaligned,13,16,3d10,"0 ft., swim 40 ft.",12,15,11,2,12,5,,,,,,passive Perception 11,,2-Jan,"['Giant Sea Horse - Charge', 'Giant Sea Horse - Water Breathing']",{'Giant Sea Horse - Ram'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Giant Shark,Huge,beast,,unaligned,13,126,11d12,swim 50 ft.,23,11,21,1,10,5,,,,,,"blindsight 60 ft., passive Perception 13",,5,"['Giant Shark - Blood Frenzy', 'Giant Shark - Water Breathing']",{'Giant Shark - Bite'},,3,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Giant Spider,Large,beast,,unaligned,14,26,4d10,"30 ft., climb 30 ft.",14,16,12,2,11,4,,,,,,"blindsight 10 ft., darkvision 60 ft., passive Perception 10",,1,"['Giant Spider - Spider Climb', 'Giant Spider - Web Sense', 'Giant Spider - Web Walker']","{'Giant Spider - Web (Recharge 5-6)', 'Giant Spider - Bite'}",,,,,,,,7,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Giant Toad,Large,beast,,unaligned,11,39,6d10,"20 ft., swim 40 ft.",15,13,13,2,10,3,,,,,,"darkvision 30 ft., passive Perception 10",,1,"['Giant Toad - Amphibious', 'Giant Toad - Standing Leap']","{'Giant Toad - Bite', 'Giant Toad - Swallow'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
